wavs/oberhọmwan.wav|oberhọmwan
wavs/ameve.wav|ameve
wavs/ebaan wẹ miẹn mwẹn a.wav|ebaan wẹ miẹn mwẹn a
wavs/orrirri.wav|orrirri
wavs/sikẹ odaro.wav|sikẹ odaro
wavs/oghọghọ.wav|oghọghọ
wavs/imina.wav|imina
wavs/ovbe.wav|ovbe
wavs/ọse.wav|ọse
wavs/efiaide.wav|efiaide
wavs/ikpanro.wav|ikpanro
wavs/ọmotọ.wav|ọmotọ
wavs/òténmwén.wav|òténmwén
wavs/ivie.wav|ivie
wavs/wii.wav|wii
wavs/wuo.wav|wuo
wavs/érhá.wav|érhá
wavs/ore.wav|ore
wavs/iyabọ.wav|iyabọ
wavs/ikpekere.wav|ikpekere
wavs/okaro.wav|okaro
wavs/amivin.wav|amivin
wavs/ozikpalọ.wav|ozikpalọ
wavs/ọ.wav|ọ
wavs/ikoroba.wav|ikoroba
wavs/fian.wav|fian
wavs/iyayi.wav|iyayi
wavs/ikpedin.wav|ikpedin
wavs/okha.wav|okha
wavs/okuo.wav|okuo
wavs/akpọlọkpọlọ.wav|akpọlọkpọlọ
wavs/amurhukpa.wav|amurhukpa
wavs/enì óghéé òmwán.wav|enì óghéé òmwán
wavs/iso.wav|iso
wavs/ota.wav|ota
wavs/ọdọ.wav|ọdọ
wavs/ọkpankpan.wav|ọkpankpan
wavs/òkpia.wav|òkpia
wavs/òtén.wav|òtén
wavs/italawẹ.wav|italawẹ
wavs/ivin-eva.wav|ivin-eva
wavs/wua.wav|wua
wavs/ebo.wav|ebo
wavs/dayọn.wav|dayọn
wavs/ohoghe.wav|ohoghe
wavs/wio.wav|wio
wavs/dunmwun.wav|dunmwun
wavs/amuro.wav|amuro
wavs/oliha.wav|oliha
wavs/íyé.wav|íyé
wavs/oghogho.wav|oghogho
wavs/ovbiọha.wav|ovbiọha
wavs/agobọ.wav|agobọ
wavs/òkhíen òwie.wav|òkhíen òwie
wavs/ogiavan.wav|ogiavan
wavs/isanhẹn.wav|isanhẹn
wavs/okuta.wav|okuta
wavs/odaro.wav|odaro
wavs/ovbi-odo.wav|ovbi-odo
wavs/obiyọmwan.wav|obiyọmwan
wavs/ovbe hun mwẹn.wav|ovbe hun mwẹn
wavs/obọ.wav|obọ
wavs/ebaan.wav|ebaan
wavs/alubahra.wav|alubahra
wavs/ebevbarrie.wav|ebevbarrie
wavs/ọgọ.wav|ọgọ
wavs/edede.wav|edede
wavs/uzọla.wav|uzọla
wavs/mwaan ọnrẹn ne a rẹn vbene ọ tan sẹ hẹẹ.wav|mwaan ọnrẹn ne a rẹn vbene ọ tan sẹ hẹẹ
wavs/okpemwin.wav|okpemwin
wavs/egwi.wav|egwi
wavs/okhokho.wav|okhokho
wavs/osọnnọ.wav|osọnnọ
wavs/eda.wav|eda
wavs/ogieva.wav|ogieva
wavs/ọghae.wav|ọghae
wavs/dekaan.wav|dekaan
wavs/osisi.wav|osisi
wavs/odidọn.wav|odidọn
wavs/ogbigbi.wav|ogbigbi
wavs/agbaka.wav|agbaka
wavs/itan.wav|itan
wavs/egbalaka.wav|egbalaka
wavs/úkpú.wav|úkpú
wavs/vbè ore 'nì rue.wav|vbè ore 'nì rue
wavs/iye-nọkhua.wav|iye-nọkhua
wavs/ọkpan.wav|ọkpan
